-23.5;-10.75;-23.9;-9.65;1.1704699910719618
-16.0;-9.25;-23.9;-9.65;7.910120100226037
-16.0;-9.25;-23.9;-9.65;7.910120100226037
26.0;6.5;-23.9;-9.65;52.448379383923765
30.5;3.5;-23.9;-9.65;55.966798193214515
-22.0;-10.75;-23.0;-10.55;1.0198039027185568
-16.0;-9.25;-23.0;-10.55;7.119691004531026
0.5;12.5;-23.0;-10.55;32.91735864251565
-22.0;-10.75;-23.0;-10.55;1.0198039027185568
30.5;3.5;-23.0;-10.55;55.31412568232459
-19.0;-9.25;-19.65;-10.7;1.589024858207069
-17.5;-10.75;-19.65;-10.7;2.1505813167606553
-20.5;-10.75;-19.65;-10.7;0.8514693182963214
-20.5;-10.75;-19.65;-10.7;0.8514693182963214
30.5;3.5;-19.65;-10.7;52.12161259976518
-16.0;-9.25;-17.35;-11.2;2.3717082451262845
-19.0;-10.75;-17.35;-11.2;1.7102631376487054
-20.5;-10.75;-17.35;-11.2;3.181980515339462
-20.5;-10.75;-17.35;-11.2;3.181980515339462
-20.5;-10.75;-17.35;-11.2;3.181980515339462
27.5;8.0;-15.5;-9.6;46.46245796339234
-14.5;-9.25;-15.5;-9.6;1.0594810050208545
-22.0;-10.75;-15.5;-9.6;6.600946901770987
-14.5;-9.25;-15.5;-9.6;1.0594810050208545
-20.5;-10.75;-15.5;-9.6;5.130545779934139
-20.5;-9.25;-12.9;-10.5;7.70211010048545
-8.5;-10.75;-12.9;-10.5;4.407096549884062
-16.0;-9.25;-12.9;-10.5;3.342528982671653
-7.0;-10.75;-12.9;-10.5;5.905294234837076
-8.5;-10.75;-12.9;-10.5;4.407096549884062
-8.5;-10.75;-10.55;-9.9;2.2192341021172153
27.5;3.5;-10.55;-9.9;40.340581304686225
27.5;8.0;-10.55;-9.9;42.05011890589609
-5.5;-9.25;-10.55;-9.9;5.091659847240388
-16.0;-9.25;-10.55;-9.9;5.4886246000250365
-8.5;-10.75;-9.2;-10.75;0.6999999999999993
-8.5;-10.75;-9.2;-10.75;0.6999999999999993
-8.5;-10.75;-9.2;-10.75;0.6999999999999993
30.5;3.5;-9.2;-10.75;42.18000118539591
-8.5;-10.75;-9.2;-10.75;0.6999999999999993
30.5;3.5;-6.35;-10.2;39.31427857661895
-5.5;-9.25;-6.35;-10.2;1.2747548783981955
-4.0;-9.25;-6.35;-10.2;2.5347583711273147
-4.0;-9.25;-6.35;-10.2;2.5347583711273147
27.5;3.5;-6.35;-10.2;36.51729042522186
30.5;3.5;-4.1;-9.9;37.10417766236034
30.5;3.5;-4.1;-9.9;37.10417766236034
32.0;5.0;-4.1;-9.9;39.054065089309205
27.5;3.5;-4.1;-9.9;34.323752708583605
-16.0;-9.25;-4.1;-9.9;11.91773887950227
-22.0;-9.25;-2.05;-11.1;20.03559332787527
30.5;3.5;-2.05;-11.1;35.67439558002349
24.5;3.5;-2.05;-11.1;30.29954620122222
30.5;3.5;-2.05;-11.1;35.67439558002349
32.0;5.0;-2.05;-11.1;37.66447264996551
27.5;3.5;-0.95;-9.95;31.469111840024972
29.0;3.5;-0.95;-9.95;32.83146356774245
30.5;3.5;-0.95;-9.95;34.205335841064326
32.0;5.0;-0.95;-9.95;36.182937968053395
23.0;3.5;-0.95;-9.95;27.46825440394784
32.0;5.0;0.85;-18.55;39.0502880911268
27.5;3.5;0.85;-18.55;34.58937698195791
30.5;3.5;0.85;-18.55;36.95030446423954
27.5;8.0;0.85;-18.55;37.61814721646987
23.0;3.5;0.85;-18.55;31.254199717797928
32.0;6.5;1.15;-15.15;37.68879143724298
32.0;5.0;1.15;-15.15;36.84759150880828
29.0;3.5;1.15;-15.15;33.51783107541417
29.0;3.5;1.15;-15.15;33.51783107541417
32.0;5.0;1.15;-15.15;36.84759150880828
29.0;3.5;0.75;-13.05;32.74087659180799
0.5;-13.75;0.75;-13.05;0.7433034373659246
29.0;3.5;0.75;-13.05;32.74087659180799
23.0;3.5;0.75;-13.05;27.730218174403173
29.0;3.5;0.75;-13.05;32.74087659180799
24.5;5.0;1.55;-11.95;28.530772860194304
29.0;3.5;1.55;-11.95;31.499285706187052
27.5;3.5;1.55;-11.95;30.20107613976694
29.0;3.5;1.55;-11.95;31.499285706187052
29.0;3.5;1.55;-11.95;31.499285706187052
29.0;3.5;1.2;-9.05;30.501516355748613
32.0;6.5;1.2;-9.05;34.502789742280264
29.0;3.5;1.2;-9.05;30.501516355748613
29.0;3.5;1.2;-9.05;30.501516355748613
30.5;3.5;1.2;-9.05;31.874637252837875
29.0;3.5;1.65;-6.3;29.052753742115392
32.0;5.0;1.65;-6.3;32.3853747855417
32.0;5.0;1.65;-6.3;32.3853747855417
29.0;3.5;1.65;-6.3;29.052753742115392
29.0;3.5;1.65;-6.3;29.052753742115392
32.0;6.5;1.2;-3.7;32.4450304361084
24.5;5.0;1.2;-3.7;24.871268564349506
32.0;8.0;1.2;-3.7;32.94738229359049
24.5;5.0;1.2;-3.7;24.871268564349506
32.0;6.5;1.2;-3.7;32.4450304361084
17.0;8.0;1.85;-2.25;18.29166476841296
24.5;3.5;1.85;-2.25;23.368461652406644
32.0;6.5;1.85;-2.25;31.394028094527787
20.0;8.0;1.85;-2.25;20.844303778250787
24.5;3.5;1.85;-2.25;23.368461652406644
23.0;5.0;1.71;1.81;21.527661275670425
20.0;8.0;1.71;1.81;19.30907040745359
23.0;5.0;1.71;1.81;21.527661275670425
2.0;11.0;1.71;1.81;9.194574487163612
12.5;8.0;1.71;1.81;12.439461403131567
-20.5;-9.25;2.02;7.45;28.036412038632903
32.0;5.0;2.02;7.45;30.07994182175225
2.0;8.0;2.02;7.45;0.5503635162326804
20.0;8.0;2.02;7.45;17.98841015765429
18.5;8.0;2.02;7.45;16.489175237106313
0.5;11.0;2.49;7.6;3.9395558125250623
2.0;11.0;2.49;7.6;3.4351273629954395
23.0;5.0;2.49;7.6;20.674140852765802
12.5;8.0;2.49;7.6;10.017988820117539
12.5;8.0;2.49;7.6;10.017988820117539
0.5;9.5;1.52;9.32;1.035760590097924
32.0;5.0;1.52;9.32;30.784619536385375
2.0;2.0;1.52;9.32;7.335720823477405
24.5;5.0;1.52;9.32;23.382531941601194
2.0;11.0;1.52;9.32;1.7472263734273241
24.5;8.0;0.78;10.94;23.90150622868776
18.5;8.0;0.78;10.94;17.96223816788988
-16.0;-9.25;0.78;10.94;26.252704622571745
-20.5;-9.25;0.78;10.94;29.333845639465682
24.5;5.0;0.78;10.94;24.45244364066708
20.0;8.0;1.39;6.61;18.661838065956953
24.5;5.0;1.39;6.61;23.166013899676393
12.5;8.0;1.39;6.61;11.196615560069926
0.5;9.5;1.39;6.61;3.023937830048759
9.5;6.5;1.39;6.61;8.110745958295082
9.5;6.5;4.51;7.63;5.11634635262313
11.0;6.5;4.51;7.63;6.587639941587579
9.5;6.5;4.51;7.63;5.11634635262313
9.5;8.0;4.51;7.63;5.003698632012124
11.0;6.5;4.51;7.63;6.587639941587579
9.5;3.5;6.0;7.88;5.606638921849703
11.0;3.5;6.0;7.88;6.647134721065912
11.0;8.0;6.0;7.88;5.001439792699698
11.0;6.5;6.0;7.88;5.186945151049893
9.5;6.5;6.0;7.88;3.7622333792575917
9.5;6.5;9.08;7.24;0.850881895447306
9.5;6.5;9.08;7.24;0.850881895447306
9.5;6.5;9.08;7.24;0.850881895447306
11.0;6.5;9.08;7.24;2.057668583615933
12.5;8.0;9.08;7.24;3.503426893771297
11.0;6.5;10.62;3.87;2.6573106705840774
9.5;6.5;10.62;3.87;2.8585485827601387
15.5;8.0;10.62;3.87;6.393066556825449
11.0;3.5;10.62;3.87;0.5303772242470454
9.5;6.5;10.62;3.87;2.8585485827601387
27.5;8.0;10.99;7.19;16.52985783362942
20.0;8.0;10.99;7.19;9.046336274978948
11.0;6.5;10.99;7.19;0.6900724599634451
9.5;5.0;10.99;7.19;2.648811054039152
9.5;3.5;10.99;7.19;3.979472326829275
9.5;6.5;11.76;7.76;2.5875084540924687
12.5;6.5;11.76;7.76;1.4612323566086263
-23.5;-10.75;11.76;7.76;39.82320554651521
12.5;8.0;11.76;7.76;0.7779460135510693
11.0;8.0;11.76;7.76;0.7969943538068509
9.5;6.5;11.39;5.0;2.412902816111748
9.5;3.5;11.39;5.0;2.412902816111748
11.0;6.5;11.39;5.0;1.549870962370739
9.5;6.5;11.39;5.0;2.412902816111748
11.0;6.5;11.39;5.0;1.549870962370739
8.0;8.0;12.95;5.25;5.66259657754285
12.5;6.5;12.95;5.25;1.328533025558642
12.5;6.5;12.95;5.25;1.328533025558642
11.0;5.0;12.95;5.25;1.9659603251337492
12.5;6.5;12.95;5.25;1.328533025558642
9.5;6.5;13.46;7.85;4.183790147701006
9.5;6.5;13.46;7.85;4.183790147701006
12.5;5.0;13.46;7.85;3.007341018241862
12.5;3.5;13.46;7.85;4.45467170507547
9.5;6.5;13.46;7.85;4.183790147701006
9.5;6.5;14.98;7.55;5.57968637111442
18.5;8.0;14.98;7.55;3.548647629731642
9.5;6.5;14.98;7.55;5.57968637111442
9.5;6.5;14.98;7.55;5.57968637111442
12.5;8.0;14.98;7.55;2.5204959829366924
-16.0;-9.25;21.45;6.62;40.67381713092589
2.0;11.0;21.45;6.62;19.937073506410112
2.0;-7.75;21.45;6.62;24.182625994709507
2.0;-7.75;21.45;6.62;24.182625994709507
-16.0;-9.25;21.45;6.62;40.67381713092589
-4.0;-9.25;21.84;5.16;29.586376932635737
23.0;5.0;21.84;5.16;1.170982493464356
21.5;5.0;21.84;5.16;0.37576588456111865
0.5;-13.75;21.84;5.16;28.5128690243546
0.5;9.5;21.84;5.16;21.77685009362006
-10.0;-10.75;22.38;3.94;35.55644104800141
-10.0;-10.75;22.38;3.94;35.55644104800141
23.0;5.0;22.38;3.94;1.2280065146407007
2.0;-7.75;22.38;3.94;23.494690889645682
2.0;12.5;22.38;3.94;22.104705381434062
2.0;2.0;22.3;6.36;20.76293813505208
23.0;5.0;22.3;6.36;1.5295751043999115
-1.0;-9.25;22.3;6.36;28.04571446763302
-1.0;-9.25;22.3;6.36;28.04571446763302
24.5;8.0;22.3;6.36;2.7440116617827988
0.5;9.5;28.12;7.57;27.687349096654234
2.0;-18.25;28.12;7.57;36.72773883592618
0.5;9.5;28.12;7.57;27.687349096654234
29.0;8.0;28.12;7.57;0.979438614717634
-4.0;-9.25;28.12;7.57;36.257506808935446
0.5;-13.75;31.78;7.62;37.88291567448314
32.0;6.5;31.78;7.62;1.1414026458704218
2.0;-7.75;31.78;7.62;33.512464845188575
0.5;9.5;31.78;7.62;31.33644523554004
0.5;9.5;31.78;7.62;31.33644523554004
2.0;2.0;32.16;7.08;30.584832842440058
-10.0;-10.75;32.16;7.08;45.775260785712625
0.5;9.5;32.16;7.08;31.75235424342579
0.5;9.5;32.16;7.08;31.75235424342579
-1.0;-9.25;32.16;7.08;36.96288002848262
2.0;-7.75;32.68;3.48;32.6707101239015
-4.0;-9.25;32.68;3.48;38.8262192339146
26.0;5.0;32.68;3.48;6.850751783563611
2.0;-6.25;32.68;3.48;32.18594879757314
2.0;-18.25;32.68;3.48;37.59594791995542
24.5;3.5;23.5;4.22;1.232233744059949
20.0;3.5;23.5;4.22;3.573289800729854
32.0;3.5;23.5;4.22;8.530439613525202
24.5;3.5;23.5;4.22;1.232233744059949
20.0;8.0;23.5;4.22;5.151543458032748
2.0;-18.25;25.23;7.78;34.888304630635176
0.5;-10.75;25.23;7.78;30.90200317131561
2.0;12.5;25.23;7.78;23.704668316599584
-16.0;-9.25;25.23;7.78;44.60867404440531
0.5;-15.25;25.23;7.78;33.79280692691864
